-0.020000, 1.786160, 2.140202
-0.019950, 2.090782, 3.284893
-0.019900, 3.565753, 3.379810
-0.019850, 1.667577, 3.407323
-0.019800, 3.923254, 2.918996
-0.019750, 2.279286, 3.975373
-0.019700, 1.922675, 3.592971
-0.019650, 0.942422, 3.735830
-0.019600, 2.614528, 3.055976
-0.019550, 1.283994, 3.625855
-0.019500, 1.767322, 3.651576
-0.019450, -0.342487, 2.552740
-0.019400, -1.593933, 3.369328
-0.019350, -0.622016, 2.885361
-0.019300, -1.424233, 3.786300
-0.019250, -3.240085, 2.932799
-0.019200, -1.584571, 3.430594
-0.019150, -2.951190, 3.447459
-0.019100, -2.484443, 2.764405
-0.019050, -3.518829, 2.998733
-0.019000, -2.758847, 2.763220
-0.018950, -3.402498, 2.131814
-0.018900, -2.095782, 2.481179
-0.018850, -2.992198, 3.523813
-0.018800, -4.161247, 2.745585
-0.018750, -2.775429, 2.925625
-0.018700, -0.706744, 3.898778
-0.018650, -0.275693, 2.332401
-0.018600, -0.136775, 3.606525
-0.018550, -0.855493, 3.314561
-0.018500, 0.668654, 2.001425
-0.018450, 0.652666, 2.630882
-0.018400, -0.903460, 4.242295
-0.018350, 0.192777, 2.163269
-0.018300, 0.762874, 3.703276
-0.018250, -0.129168, 3.349371
-0.018200, -0.201851, 3.505929
-0.018150, -1.190678, 3.819701
-0.018100, -1.223648, 3.540684
-0.018050, -0.300764, 3.082095
-0.018000, -1.503027, 3.118667
-0.017950, 0.083562, 3.415507
-0.017900, -0.026001, 2.953512
-0.017850, -0.154715, 2.332727
-0.017800, -0.478084, 4.761883
-0.017750, -0.489109, 2.649078
-0.017700, -0.382792, 3.409309
-0.017650, -0.490636, 3.375140
-0.017600, -1.924143, 2.886756
-0.017550, -2.011815, 3.026631
-0.017500, -0.792654, 4.212727
-0.017450, 0.699836, 3.867006
-0.017400, 1.568654, 3.040276
-0.017350, 0.097796, 3.204479
-0.017300, 0.226261, 4.216979
-0.017250, 2.578044, 2.797034
-0.017200, -0.100855, 3.820650
-0.017150, 1.042558, 3.049286
-0.017100, 1.367282, 3.146210
-0.017050, 2.101813, 3.156851
-0.017000, -0.341852, 3.250040
-0.016950, 2.440783, 1.679872
-0.016900, 0.836216, 1.288396
-0.016850, 1.903443, 2.853939
-0.016800, 0.650460, 2.011044
-0.016750, 1.269764, 2.854026
-0.016700, 1.362851, 2.982962
-0.016650, 1.319717, 2.758969
-0.016600, -0.205141, 2.895681
-0.016550, 0.980773, 3.913743
-0.016500, -0.212046, 3.875324
-0.016450, 0.525900, 1.516911
-0.016400, -1.933896, 3.741678
-0.016350, -0.707935, 4.480777
-0.016300, -0.866224, 4.751416
-0.016250, 1.237735, 4.079235
-0.016200, -0.382564, 4.851810
-0.016150, -0.657124, 3.759881
-0.016100, 1.408550, 4.447859
-0.016050, 1.524453, 4.746742
-0.016000, -0.504418, 4.095448
-0.015950, 0.352930, 4.106801
-0.015900, 0.215995, 3.470390
-0.015850, 0.371771, 3.544602
-0.015800, -0.622747, 5.318551
-0.015750, -0.369063, 4.211394
-0.015700, -0.622183, 3.597543
-0.015650, 1.386888, 4.752112
-0.015600, -0.464853, 3.210237
-0.015550, 0.979088, 4.845798
-0.015500, 0.551205, 3.637520
-0.015450, 0.259994, 3.670463
-0.015400, -0.070051, 3.489481
-0.015350, 1.355066, 3.257407
-0.015300, -2.055661, 3.400539
-0.015250, 0.110763, 3.324328
-0.015200, 1.107333, 4.673472
-0.015150, 1.577543, 2.337536
-0.015100, 0.994888, 3.744235
-0.015050, 0.119862, 3.726137
-0.015000, 0.824461, 4.070459
-0.014950, 0.612679, 3.174015
-0.014900, 0.810510, 3.906494
